playerID,award,year,lgID,pos,awardID
pilotpi01,First Team All-Star,1966,NHL,D,666
wharrke01,First Team All-Star,1966,NHL,RW,667
mikitst01,Hart,1966,NHL,,668
mikitst01,Lady Byng,1966,NHL,,669
howelha01,Norris,1966,NHL,,670
hallgl01,Second Team All-Star,1966,NHL,G,671
hortoti01,Second Team All-Star,1966,NHL,D,672
howego01,Second Team All-Star,1966,NHL,RW,673
marshdo01,Second Team All-Star,1966,NHL,LW,674
orrbo01,Second Team All-Star,1966,NHL,D,675
ullmano01,Second Team All-Star,1966,NHL,C,676
dejorde01,Vezina,1966,NHL,,677
hallgl01,Vezina,1966,NHL,,678
mikitst01,Art Ross,1967,NHL,,679
sandede01,Calder,1967,NHL,,680
hallgl01,Conn Smythe,1967,NHL,,681
hortoti01,First Team All-Star,1967,NHL,D,682
howego01,First Team All-Star,1967,NHL,RW,683
hullbo01,First Team All-Star,1967,NHL,LW,684
mikitst01,First Team All-Star,1967,NHL,C,685
orrbo01,First Team All-Star,1967,NHL,D,686
worslgu01,First Team All-Star,1967,NHL,G,687
mikitst01,Hart,1967,NHL,,688
mikitst01,Lady Byng,1967,NHL,,689
provocl01,Masterton,1967,NHL,,690
orrbo01,Norris,1967,NHL,,691
bucykjo01,Second Team All-Star,1967,NHL,LW,692
esposph01,Second Team All-Star,1967,NHL,C,693
giacoed01,Second Team All-Star,1967,NHL,G,694
gilbero01,Second Team All-Star,1967,NHL,RW,695
neilsji01,Second Team All-Star,1967,NHL,D,696
trembjc01,Second Team All-Star,1967,NHL,D,697
vachoro01,Vezina,1967,NHL,,698
worslgu01,Vezina,1967,NHL,,699
esposph01,Art Ross,1968,NHL,,700
grantda01,Calder,1968,NHL,,701
savarse01,Conn Smythe,1968,NHL,,702
esposph01,First Team All-Star,1968,NHL,C,703
hallgl01,First Team All-Star,1968,NHL,G,704
hortoti01,First Team All-Star,1968,NHL,D,705
howego01,First Team All-Star,1968,NHL,RW,706
hullbo01,First Team All-Star,1968,NHL,LW,707
orrbo01,First Team All-Star,1968,NHL,D,708
esposph01,Hart,1968,NHL,,709
delveal01,Lady Byng,1968,NHL,,710
hampste01,Masterton,1968,NHL,,711
orrbo01,Norris,1968,NHL,,712
belivje01,Second Team All-Star,1968,NHL,C,713
cournyv01,Second Team All-Star,1968,NHL,RW,714
giacoed01,Second Team All-Star,1968,NHL,G,715
greente01,Second Team All-Star,1968,NHL,D,716
harrite01,Second Team All-Star,1968,NHL,D,717
mahovfr01,Second Team All-Star,1968,NHL,LW,718
hallgl01,Vezina,1968,NHL,,719
plantja01,Vezina,1968,NHL,,720
orrbo01,Art Ross,1969,NHL,,721
esposto01,Calder,1969,NHL,,722
orrbo01,Conn Smythe,1969,NHL,,723
esposph01,First Team All-Star,1969,NHL,C,724
esposto01,First Team All-Star,1969,NHL,G,725
howego01,First Team All-Star,1969,NHL,RW,726
hullbo01,First Team All-Star,1969,NHL,LW,727
orrbo01,First Team All-Star,1969,NHL,D,728
parkbr01,First Team All-Star,1969,NHL,D,729
orrbo01,Hart,1969,NHL,,730
goyetph01,Lady Byng,1969,NHL,,731
martipi01,Masterton,1969,NHL,,732
orrbo01,Norris,1969,NHL,,733
breweca01,Second Team All-Star,1969,NHL,D,734
giacoed01,Second Team All-Star,1969,NHL,G,735
laperja01,Second Team All-Star,1969,NHL,D,736
mahovfr01,Second Team All-Star,1969,NHL,LW,737
mckenjo01,Second Team All-Star,1969,NHL,RW,738
mikitst01,Second Team All-Star,1969,NHL,C,739
esposto01,Vezina,1969,NHL,,740
esposph01,Art Ross,1970,NHL,,741
perregi01,Calder,1970,NHL,,742
drydeke01,Conn Smythe,1970,NHL,,743
bucykjo01,First Team All-Star,1970,NHL,LW,744
esposph01,First Team All-Star,1970,NHL,C,745
giacoed01,First Team All-Star,1970,NHL,G,746
hodgeke01,First Team All-Star,1970,NHL,RW,747
orrbo01,First Team All-Star,1970,NHL,D,748
trembjc01,First Team All-Star,1970,NHL,D,749
orrbo01,Hart,1970,NHL,,750
bucykjo01,Lady Byng,1970,NHL,,751
ratelje01,Masterton,1970,NHL,,752
orrbo01,Norris,1970,NHL,,753
esposph01,Pearson,1970,NHL,,754
cournyv01,Second Team All-Star,1970,NHL,RW,755
hullbo01,Second Team All-Star,1970,NHL,LW,756
keonda01,Second Team All-Star,1970,NHL,C,757
parkbr01,Second Team All-Star,1970,NHL,D,758
plantja01,Second Team All-Star,1970,NHL,G,759
staplpa01,Second Team All-Star,1970,NHL,D,760
giacoed01,Vezina,1970,NHL,,761
villegi01,Vezina,1970,NHL,,762
esposph01,Art Ross,1971,NHL,,763
drydeke01,Calder,1971,NHL,,764
orrbo01,Conn Smythe,1971,NHL,,765
esposph01,First Team All-Star,1971,NHL,C,766
esposto01,First Team All-Star,1971,NHL,G,767
gilbero01,First Team All-Star,1971,NHL,RW,768
hullbo01,First Team All-Star,1971,NHL,LW,769
orrbo01,First Team All-Star,1971,NHL,D,770
parkbr01,First Team All-Star,1971,NHL,D,771
orrbo01,Hart,1971,NHL,,772
ratelje01,Lady Byng,1971,NHL,,773
clarkbo01,Masterton,1971,NHL,,774
orrbo01,Norris,1971,NHL,,775
ratelje01,Pearson,1971,NHL,,776
cournyv01,Second Team All-Star,1971,NHL,RW,777
drydeke01,Second Team All-Star,1971,NHL,G,778
hadfivi01,Second Team All-Star,1971,NHL,LW,779
ratelje01,Second Team All-Star,1971,NHL,C,780
staplpa01,Second Team All-Star,1971,NHL,D,781
whitebi01,Second Team All-Star,1971,NHL,D,782
esposto01,Vezina,1971,NHL,,783
smithga01,Vezina,1971,NHL,,784
esposph01,Art Ross,1972,NHL,,785
vickest01,Calder,1972,NHL,,786
cournyv01,Conn Smythe,1972,NHL,,787
drydeke01,First Team All-Star,1972,NHL,G,788
esposph01,First Team All-Star,1972,NHL,C,789
lapoigu01,First Team All-Star,1972,NHL,D,790
mahovfr01,First Team All-Star,1972,NHL,LW,791
orrbo01,First Team All-Star,1972,NHL,D,792
redmomi01,First Team All-Star,1972,NHL,RW,793
clarkbo01,Hart,1972,NHL,,794
perregi01,Lady Byng,1972,NHL,,795
macdolo01,Masterton,1972,NHL,,796
orrbo01,Norris,1972,NHL,,797
esposph01,Pearson,1972,NHL,,798
clarkbo01,Second Team All-Star,1972,NHL,C,799
cournyv01,Second Team All-Star,1972,NHL,RW,800
esposto01,Second Team All-Star,1972,NHL,G,801
hullde01,Second Team All-Star,1972,NHL,LW,802
parkbr01,Second Team All-Star,1972,NHL,D,803
whitebi01,Second Team All-Star,1972,NHL,D,804
drydeke01,Vezina,1972,NHL,,805
esposph01,Art Ross,1973,NHL,,806
potvide01,Calder,1973,NHL,,807
parenbe01,Conn Smythe,1973,NHL,,808
esposph01,First Team All-Star,1973,NHL,C,809
hodgeke01,First Team All-Star,1973,NHL,RW,810
martiri01,First Team All-Star,1973,NHL,LW,811
orrbo01,First Team All-Star,1973,NHL,D,812
parenbe01,First Team All-Star,1973,NHL,G,813
parkbr01,First Team All-Star,1973,NHL,D,814
esposph01,Hart,1973,NHL,,815
bucykjo01,Lady Byng,1973,NHL,,816
richahe01,Masterton,1973,NHL,,817
orrbo01,Norris,1973,NHL,,818
clarkbo01,Pearson,1973,NHL,,819
ashbeba01,Second Team All-Star,1973,NHL,D,820
cashmwa01,Second Team All-Star,1973,NHL,LW,821
clarkbo01,Second Team All-Star,1973,NHL,C,822
esposto01,Second Team All-Star,1973,NHL,G,823
redmomi01,Second Team All-Star,1973,NHL,RW,824
whitebi01,Second Team All-Star,1973,NHL,D,825
esposto01,Vezina,1973,NHL,,826
parenbe01,Vezina,1973,NHL,,827
orrbo01,Art Ross,1974,NHL,,828
vailer01,Calder,1974,NHL,,829
parenbe01,Conn Smythe,1974,NHL,,830
clarkbo01,First Team All-Star,1974,NHL,C,831
laflegu01,First Team All-Star,1974,NHL,RW,832
martiri01,First Team All-Star,1974,NHL,LW,833
orrbo01,First Team All-Star,1974,NHL,D,834
parenbe01,First Team All-Star,1974,NHL,G,835
potvide01,First Team All-Star,1974,NHL,D,836
clarkbo01,Hart,1974,NHL,,837
dionnma01,Lady Byng,1974,NHL,,838
lucedo01,Masterton,1974,NHL,,839
orrbo01,Norris,1974,NHL,,840
orrbo01,Pearson,1974,NHL,,841
esposph01,Second Team All-Star,1974,NHL,C,842
lapoigu01,Second Team All-Star,1974,NHL,D,843
roberre01,Second Team All-Star,1974,NHL,RW,844
salmibo01,Second Team All-Star,1974,NHL,D,845
vachoro01,Second Team All-Star,1974,NHL,G,846
vickest01,Second Team All-Star,1974,NHL,LW,847
parenbe01,Vezina,1974,NHL,,848
laflegu01,Art Ross,1975,NHL,,849
trottbr01,Calder,1975,NHL,,850
leachre01,Conn Smythe,1975,NHL,,851
barbebi01,First Team All-Star,1975,NHL,LW,852
clarkbo01,First Team All-Star,1975,NHL,C,853
drydeke01,First Team All-Star,1975,NHL,G,854
laflegu01,First Team All-Star,1975,NHL,RW,855
parkbr01,First Team All-Star,1975,NHL,D,856
potvide01,First Team All-Star,1975,NHL,D,857
clarkbo01,Hart,1975,NHL,,858
ratelje01,Lady Byng,1975,NHL,,859
gilbero01,Masterton,1975,NHL,,860
potvide01,Norris,1975,NHL,,861
laflegu01,Pearson,1975,NHL,,862
lapoigu01,Second Team All-Star,1975,NHL,D,863
leachre01,Second Team All-Star,1975,NHL,RW,864
martiri01,Second Team All-Star,1975,NHL,LW,865
perregi01,Second Team All-Star,1975,NHL,C,866
reschgl01,Second Team All-Star,1975,NHL,G,867
salmibo01,Second Team All-Star,1975,NHL,D,868
drydeke01,Vezina,1975,NHL,,869
laflegu01,Art Ross,1976,NHL,,870
plettwi01,Calder,1976,NHL,,871
laflegu01,Conn Smythe,1976,NHL,,872
dionnma01,First Team All-Star,1976,NHL,C,873
drydeke01,First Team All-Star,1976,NHL,G,874
laflegu01,First Team All-Star,1976,NHL,RW,875
robinla01,First Team All-Star,1976,NHL,D,876
salmibo01,First Team All-Star,1976,NHL,D,877
shuttst01,First Team All-Star,1976,NHL,LW,878
laflegu01,Hart,1976,NHL,,879
dionnma01,Lady Byng,1976,NHL,,880
westfed01,Masterton,1976,NHL,,881
robinla01,Norris,1976,NHL,,882
laflegu01,Pearson,1976,NHL,,883
lapoigu01,Second Team All-Star,1976,NHL,D,884
martiri01,Second Team All-Star,1976,NHL,LW,885
mcdonla01,Second Team All-Star,1976,NHL,RW,886
perregi01,Second Team All-Star,1976,NHL,C,887
potvide01,Second Team All-Star,1976,NHL,D,888
vachoro01,Second Team All-Star,1976,NHL,G,889
drydeke01,Vezina,1976,NHL,,890
larocmi01,Vezina,1976,NHL,,891
laflegu01,Art Ross,1977,NHL,,892
bossymi01,Calder,1977,NHL,,893
robinla01,Conn Smythe,1977,NHL,,894
drydeke01,First Team All-Star,1977,NHL,G,895
gillicl01,First Team All-Star,1977,NHL,LW,896
laflegu01,First Team All-Star,1977,NHL,RW,897
parkbr01,First Team All-Star,1977,NHL,D,898
potvide01,First Team All-Star,1977,NHL,D,899
trottbr01,First Team All-Star,1977,NHL,C,900
laflegu01,Hart,1977,NHL,,901
gorinbu01,Lady Byng,1977,NHL,,902
gorinbu01,Masterton,1977,NHL,,903
potvide01,Norris,1977,NHL,,904
laflegu01,Pearson,1977,NHL,,905
bossymi01,Second Team All-Star,1977,NHL,RW,906
edwardo01,Second Team All-Star,1977,NHL,G,907
robinla01,Second Team All-Star,1977,NHL,D,908
salmibo01,Second Team All-Star,1977,NHL,D,909
shuttst01,Second Team All-Star,1977,NHL,LW,910
sittlda01,Second Team All-Star,1977,NHL,C,911
gainebo01,Selke,1977,NHL,,912
drydeke01,Vezina,1977,NHL,,913
larocmi01,Vezina,1977,NHL,,914
trottbr01,Art Ross,1978,NHL,,915
smithbo01,Calder,1978,NHL,,916
gainebo01,Conn Smythe,1978,NHL,,917
drydeke01,First Team All-Star,1978,NHL,G,918
gillicl01,First Team All-Star,1978,NHL,LW,919
laflegu01,First Team All-Star,1978,NHL,RW,920
potvide01,First Team All-Star,1978,NHL,D,921
robinla01,First Team All-Star,1978,NHL,D,922
trottbr01,First Team All-Star,1978,NHL,C,923
trottbr01,Hart,1978,NHL,,924
macmibo01,Lady Byng,1978,NHL,,925
savarse01,Masterton,1978,NHL,,926
potvide01,Norris,1978,NHL,,927
dionnma01,Pearson,1978,NHL,,928
barbebi01,Second Team All-Star,1978,NHL,LW,929
bossymi01,Second Team All-Star,1978,NHL,RW,930
dionnma01,Second Team All-Star,1978,NHL,C,931
reschgl01,Second Team All-Star,1978,NHL,G,932
salmibo01,Second Team All-Star,1978,NHL,D,933
savarse01,Second Team All-Star,1978,NHL,D,934
gainebo01,Selke,1978,NHL,,935
drydeke01,Vezina,1978,NHL,,936
larocmi01,Vezina,1978,NHL,,937
dionnma01,Art Ross,1979,NHL,,938
bourqra01,Calder,1979,NHL,,939
trottbr01,Conn Smythe,1979,NHL,,940
bourqra01,First Team All-Star,1979,NHL,D,941
dionnma01,First Team All-Star,1979,NHL,C,942
esposto01,First Team All-Star,1979,NHL,G,943
laflegu01,First Team All-Star,1979,NHL,RW,944
robinla01,First Team All-Star,1979,NHL,D,945
simmech01,First Team All-Star,1979,NHL,LW,946
gretzwa01,Hart,1979,NHL,,947
gretzwa01,Lady Byng,1979,NHL,,948
macadal01,Masterton,1979,NHL,,949
robinla01,Norris,1979,NHL,,950
dionnma01,Pearson,1979,NHL,,951
edwardo01,Second Team All-Star,1979,NHL,G,952
gareda01,Second Team All-Star,1979,NHL,RW,953
gretzwa01,Second Team All-Star,1979,NHL,C,954
salmibo01,Second Team All-Star,1979,NHL,D,955
schoeji01,Second Team All-Star,1979,NHL,D,956
shuttst01,Second Team All-Star,1979,NHL,LW,957
gainebo01,Selke,1979,NHL,,958
edwardo01,Vezina,1979,NHL,,959
sauvebo01,Vezina,1979,NHL,,960
gretzwa01,Art Ross,1980,NHL,,961
stastpe01,Calder,1980,NHL,,962
gorinbu01,Conn Smythe,1980,NHL,,963
bossymi01,First Team All-Star,1980,NHL,RW,964
carlyra01,First Team All-Star,1980,NHL,D,965
gretzwa01,First Team All-Star,1980,NHL,C,966
liutmi01,First Team All-Star,1980,NHL,G,967
potvide01,First Team All-Star,1980,NHL,D,968
simmech01,First Team All-Star,1980,NHL,LW,969
gretzwa01,Hart,1980,NHL,,970
kehoeri01,Lady Byng,1980,NHL,,971
dunlobl01,Masterton,1980,NHL,,972
carlyra01,Norris,1980,NHL,,973
liutmi01,Pearson,1980,NHL,,974
barbebi01,Second Team All-Star,1980,NHL,LW,975
bourqra01,Second Team All-Star,1980,NHL,D,976
dionnma01,Second Team All-Star,1980,NHL,C,977
lessama01,Second Team All-Star,1980,NHL,G,978
robinla01,Second Team All-Star,1980,NHL,D,979
tayloda01,Second Team All-Star,1980,NHL,RW,980
gainebo01,Selke,1980,NHL,,981
herrode01,Vezina,1980,NHL,,982
larocmi01,Vezina,1980,NHL,,983
sevigri01,Vezina,1980,NHL,,984
gretzwa01,Art Ross,1981,NHL,,985
hawerda01,Calder,1981,NHL,,986
bossymi01,Conn Smythe,1981,NHL,,987
bossymi01,First Team All-Star,1981,NHL,RW,988
bourqra01,First Team All-Star,1981,NHL,D,989
gretzwa01,First Team All-Star,1981,NHL,C,990
messima01,First Team All-Star,1981,NHL,LW,991
smithbi01,First Team All-Star,1981,NHL,G,992
wilsodo01,First Team All-Star,1981,NHL,D,993
gretzwa01,Hart,1981,NHL,,994
herrode01,Jennings,1981,NHL,,995
wamslri01,Jennings,1981,NHL,,996
middlri01,Lady Byng,1981,NHL,,997
reschgl01,Masterton,1981,NHL,,998
wilsodo01,Norris,1981,NHL,,999
gretzwa01,Pearson,1981,NHL,,1000
coffepa01,Second Team All-Star,1981,NHL,D,1001
engblbr01,Second Team All-Star,1981,NHL,D,1002
fuhrgr01,Second Team All-Star,1981,NHL,G,1003
middlri01,Second Team All-Star,1981,NHL,RW,1004
toneljo01,Second Team All-Star,1981,NHL,LW,1005
trottbr01,Second Team All-Star,1981,NHL,C,1006
kaspest01,Selke,1981,NHL,,1007
smithbi01,Vezina,1981,NHL,,1008
daousda01,All-Rookie,1982,NHL,C,1009
houslph01,All-Rookie,1982,NHL,D,1010
larmest01,All-Rookie,1982,NHL,RW,1011
lindbpe01,All-Rookie,1982,NHL,G,1012
nasluma01,All-Rookie,1982,NHL,LW,1013
stevesc01,All-Rookie,1982,NHL,D,1014
gretzwa01,Art Ross,1982,NHL,,1015
larmest01,Calder,1982,NHL,,1016
smithbi01,Conn Smythe,1982,NHL,,1017
bossymi01,First Team All-Star,1982,NHL,RW,1018
gretzwa01,First Team All-Star,1982,NHL,C,1019
howema01,First Team All-Star,1982,NHL,D,1020
langwro01,First Team All-Star,1982,NHL,D,1021
messima01,First Team All-Star,1982,NHL,LW,1022
peetepe01,First Team All-Star,1982,NHL,G,1023
gretzwa01,Hart,1982,NHL,,1024
melanro01,Jennings,1982,NHL,,1025
smithbi01,Jennings,1982,NHL,,1026
bossymi01,Lady Byng,1982,NHL,,1027
mcdonla01,Masterton,1982,NHL,,1028
langwro01,Norris,1982,NHL,,1029
gretzwa01,Pearson,1982,NHL,,1030
huddych01,Plus-Minus,1982,NHL,,1031
bourqra01,Second Team All-Star,1982,NHL,D,1032
coffepa01,Second Team All-Star,1982,NHL,D,1033
goulemi01,Second Team All-Star,1982,NHL,LW,1034
mcdonla01,Second Team All-Star,1982,NHL,RW,1035
melanro01,Second Team All-Star,1982,NHL,G,1036
savarde01,Second Team All-Star,1982,NHL,C,1037
clarkbo01,Selke,1982,NHL,,1038
peetepe01,Vezina,1982,NHL,,1039
barrato01,All-Rookie,1983,NHL,G,1040
eriksth01,All-Rookie,1983,NHL,D,1041
loobha01,All-Rookie,1983,NHL,RW,1042
macouja01,All-Rookie,1983,NHL,D,1043
turgesy01,All-Rookie,1983,NHL,LW,1044
yzermst01,All-Rookie,1983,NHL,C,1045
gretzwa01,Art Ross,1983,NHL,,1046
barrato01,Calder,1983,NHL,,1047
messima01,Conn Smythe,1983,NHL,,1048
barrato01,First Team All-Star,1983,NHL,G,1049
bossymi01,First Team All-Star,1983,NHL,RW,1050
bourqra01,First Team All-Star,1983,NHL,D,1051
goulemi01,First Team All-Star,1983,NHL,LW,1052
gretzwa01,First Team All-Star,1983,NHL,C,1053
langwro01,First Team All-Star,1983,NHL,D,1054
gretzwa01,Hart,1983,NHL,,1055
jenseal01,Jennings,1983,NHL,,1056
riggipa01,Jennings,1983,NHL,,1057
bossymi01,Lady Byng,1983,NHL,,1058
parkbr01,Masterton,1983,NHL,,1059
langwro01,Norris,1983,NHL,,1060
gretzwa01,Pearson,1983,NHL,,1061
gretzwa01,Plus-Minus,1983,NHL,,1062
coffepa01,Second Team All-Star,1983,NHL,D,1063
kurrija01,Second Team All-Star,1983,NHL,RW,1064
messima01,Second Team All-Star,1983,NHL,LW,1065
potvide01,Second Team All-Star,1983,NHL,D,1066
riggipa01,Second Team All-Star,1983,NHL,G,1067
trottbr01,Second Team All-Star,1983,NHL,C,1068
jarvido01,Selke,1983,NHL,,1069
barrato01,Vezina,1983,NHL,,1070
bellbr01,All-Rookie,1984,NHL,D,1071
chelich01,All-Rookie,1984,NHL,D,1072
lemiema01,All-Rookie,1984,NHL,C,1073
pennest01,All-Rookie,1984,NHL,G,1074
sandsto01,All-Rookie,1984,NHL,RW,1075
youngwa01,All-Rookie,1984,NHL,LW,1076
gretzwa01,Art Ross,1984,NHL,,1077
lemiema01,Calder,1984,NHL,,1078
gretzwa01,Conn Smythe,1984,NHL,,1079
bourqra01,First Team All-Star,1984,NHL,D,1080
coffepa01,First Team All-Star,1984,NHL,D,1081
gretzwa01,First Team All-Star,1984,NHL,C,1082
kurrija01,First Team All-Star,1984,NHL,RW,1083
lindbpe01,First Team All-Star,1984,NHL,G,1084
ogrodjo01,First Team All-Star,1984,NHL,LW,1085
gretzwa01,Hart,1984,NHL,,1086
barrato01,Jennings,1984,NHL,,1087
sauvebo01,Jennings,1984,NHL,,1088
kurrija01,Lady Byng,1984,NHL,,1089
hedbean01,Masterton,1984,NHL,,1090
coffepa01,Norris,1984,NHL,,1091
gretzwa01,Pearson,1984,NHL,,1092
gretzwa01,Plus-Minus,1984,NHL,,1093
barrato01,Second Team All-Star,1984,NHL,G,1094
bossymi01,Second Team All-Star,1984,NHL,RW,1095
hawerda01,Second Team All-Star,1984,NHL,C,1096
langwro01,Second Team All-Star,1984,NHL,D,1097
toneljo01,Second Team All-Star,1984,NHL,LW,1098
wilsodo01,Second Team All-Star,1984,NHL,D,1099
ramsacr01,Selke,1984,NHL,,1100
lindbpe01,Vezina,1984,NHL,,1101
clarkwe01,All-Rookie,1985,NHL,LW,1102
dahlikj01,All-Rookie,1985,NHL,RW,1103
murzyda01,All-Rookie,1985,NHL,D,1104
ridlemi01,All-Rookie,1985,NHL,C,1105
roypa01,All-Rookie,1985,NHL,G,1106
suterga01,All-Rookie,1985,NHL,D,1107
gretzwa01,Art Ross,1985,NHL,,1108
suterga01,Calder,1985,NHL,,1109
roypa01,Conn Smythe,1985,NHL,,1110
bossymi01,First Team All-Star,1985,NHL,RW,1111
coffepa01,First Team All-Star,1985,NHL,D,1112
goulemi01,First Team All-Star,1985,NHL,LW,1113
gretzwa01,First Team All-Star,1985,NHL,C,1114
howema01,First Team All-Star,1985,NHL,D,1115
vanbijo01,First Team All-Star,1985,NHL,G,1116
gretzwa01,Hart,1985,NHL,,1117
froesbo01,Jennings,1985,NHL,,1118
jenseda02,Jennings,1985,NHL,,1119
bossymi01,Lady Byng,1985,NHL,,1120
simmech01,Masterton,1985,NHL,,1121
coffepa01,Norris,1985,NHL,,1122
lemiema01,Pearson,1985,NHL,,1123
howema01,Plus-Minus,1985,NHL,,1124
bourqra01,Second Team All-Star,1985,NHL,D,1125
froesbo01,Second Team All-Star,1985,NHL,G,1126
kurrija01,Second Team All-Star,1985,NHL,RW,1127
lemiema01,Second Team All-Star,1985,NHL,C,1128
nasluma01,Second Team All-Star,1985,NHL,LW,1129
robinla01,Second Team All-Star,1985,NHL,D,1130
murratr01,Selke,1985,NHL,,1131
vanbijo01,Vezina,1985,NHL,,1132
bennibr01,All-Rookie,1986,NHL,D,1133
carsoji01,All-Rookie,1986,NHL,C,1134
duchest01,All-Rookie,1986,NHL,D,1135
hextaro01,All-Rookie,1986,NHL,G,1136
robitlu01,All-Rookie,1986,NHL,LW,1137
sandlji01,All-Rookie,1986,NHL,RW,1138
gretzwa01,Art Ross,1986,NHL,,1139
robitlu01,Calder,1986,NHL,,1140
hextaro01,Conn Smythe,1986,NHL,,1141
bourqra01,First Team All-Star,1986,NHL,D,1142
goulemi01,First Team All-Star,1986,NHL,LW,1143
gretzwa01,First Team All-Star,1986,NHL,C,1144
hextaro01,First Team All-Star,1986,NHL,G,1145
howema01,First Team All-Star,1986,NHL,D,1146
kurrija01,First Team All-Star,1986,NHL,RW,1147
gretzwa01,Hart,1986,NHL,,1148
haywabr01,Jennings,1986,NHL,,1149
roypa01,Jennings,1986,NHL,,1150
mullejo01,Lady Byng,1986,NHL,,1151
jarvido01,Masterton,1986,NHL,,1152
bourqra01,Norris,1986,NHL,,1153
gretzwa01,Pearson,1986,NHL,,1154
gretzwa01,Plus-Minus,1986,NHL,,1155
kerrti01,Second Team All-Star,1986,NHL,RW,1156
lemiema01,Second Team All-Star,1986,NHL,C,1157
liutmi01,Second Team All-Star,1986,NHL,G,1158
macinal01,Second Team All-Star,1986,NHL,D,1159
murphla01,Second Team All-Star,1986,NHL,D,1160
robitlu01,Second Team All-Star,1986,NHL,LW,1161
poulida02,Selke,1986,NHL,,1162
hextaro01,Vezina,1986,NHL,,1163
duncaia01,All-Rookie,1987,NHL,LW,1164
johanca01,All-Rookie,1987,NHL,D,1165
nieuwjo01,All-Rookie,1987,NHL,C,1166
pangda01,All-Rookie,1987,NHL,G,1167
sheppra01,All-Rookie,1987,NHL,RW,1168
weslegl01,All-Rookie,1987,NHL,D,1169
lemiema01,Art Ross,1987,NHL,,1170
nieuwjo01,Calder,1987,NHL,,1171
gretzwa01,Conn Smythe,1987,NHL,,1172
bourqra01,First Team All-Star,1987,NHL,D,1173
fuhrgr01,First Team All-Star,1987,NHL,G,1174
lemiema01,First Team All-Star,1987,NHL,C,1175
loobha01,First Team All-Star,1987,NHL,RW,1176
robitlu01,First Team All-Star,1987,NHL,LW,1177
stevesc01,First Team All-Star,1987,NHL,D,1178
lemiema01,Hart,1987,NHL,,1179
haywabr01,Jennings,1987,NHL,,1180
roypa01,Jennings,1987,NHL,,1181
mcdonla01,King Clancy,1987,NHL,,1182
nasluma01,Lady Byng,1987,NHL,,1183
bournbo01,Masterton,1987,NHL,,1184
bourqra01,Norris,1987,NHL,,1185
lemiema01,Pearson,1987,NHL,,1186
mccribr01,Plus-Minus,1987,NHL,,1187
goulemi01,Second Team All-Star,1987,NHL,LW,1188
gretzwa01,Second Team All-Star,1987,NHL,C,1189
mccribr01,Second Team All-Star,1987,NHL,D,1190
neelyca01,Second Team All-Star,1987,NHL,RW,1191
roypa01,Second Team All-Star,1987,NHL,G,1192
suterga01,Second Team All-Star,1987,NHL,D,1193
carbogu01,Selke,1987,NHL,,1194
fuhrgr01,Vezina,1987,NHL,,1195
granato01,All-Rookie,1988,NHL,RW,1196
leetcbr01,All-Rookie,1988,NHL,D,1197
lindetr01,All-Rookie,1988,NHL,C,1198
sidorpe01,All-Rookie,1988,NHL,G,1199
volekda01,All-Rookie,1988,NHL,LW,1200
zalapza01,All-Rookie,1988,NHL,D,1201
lemiema01,Art Ross,1988,NHL,,1202
leetcbr01,Calder,1988,NHL,,1203
macinal01,Conn Smythe,1988,NHL,,1204
chelich01,First Team All-Star,1988,NHL,D,1205
coffepa01,First Team All-Star,1988,NHL,D,1206
lemiema01,First Team All-Star,1988,NHL,C,1207
mullejo01,First Team All-Star,1988,NHL,RW,1208
robitlu01,First Team All-Star,1988,NHL,LW,1209
roypa01,First Team All-Star,1988,NHL,G,1210
gretzwa01,Hart,1988,NHL,,1211
haywabr01,Jennings,1988,NHL,,1212
roypa01,Jennings,1988,NHL,,1213
trottbr01,King Clancy,1988,NHL,,1214
mullejo01,Lady Byng,1988,NHL,,1215
kerrti01,Masterton,1988,NHL,,1216
chelich01,Norris,1988,NHL,,1217
yzermst01,Pearson,1988,NHL,,1218
mullejo01,Plus-Minus,1988,NHL,,1219
bourqra01,Second Team All-Star,1988,NHL,D,1220
gallage01,Second Team All-Star,1988,NHL,LW,1221
gretzwa01,Second Team All-Star,1988,NHL,C,1222
kurrija01,Second Team All-Star,1988,NHL,RW,1223
macinal01,Second Team All-Star,1988,NHL,D,1224
vernomi01,Second Team All-Star,1988,NHL,G,1225
carbogu01,Selke,1988,NHL,,1226
roypa01,Vezina,1988,NHL,,1227
brindro01,All-Rookie,1989,NHL,LW,1228
essenbo01,All-Rookie,1989,NHL,G,1229
makarse01,All-Rookie,1989,NHL,RW,1230
modanmi01,All-Rookie,1989,NHL,C,1231
shawbr01,All-Rookie,1989,NHL,D,1232
smithge01,All-Rookie,1989,NHL,D,1233
gretzwa01,Art Ross,1989,NHL,,1234
makarse01,Calder,1989,NHL,,1235
ranfobi01,Conn Smythe,1989,NHL,,1236
bourqra01,First Team All-Star,1989,NHL,D,1237
hullbr01,First Team All-Star,1989,NHL,RW,1238
macinal01,First Team All-Star,1989,NHL,D,1239
messima01,First Team All-Star,1989,NHL,C,1240
robitlu01,First Team All-Star,1989,NHL,LW,1241
roypa01,First Team All-Star,1989,NHL,G,1242
messima01,Hart,1989,NHL,,1243
lemelre01,Jennings,1989,NHL,,1244
moogan01,Jennings,1989,NHL,,1245
loweke01,King Clancy,1989,NHL,,1246
hullbr01,Lady Byng,1989,NHL,,1247
